address,alias,content
http://drughubb7lmqymhpq24wmhihloii3dlp3xlqhz356dqdvhmkv2ngf4id.onion,Onion Decommissioned,"-----BEGIN PGP SIGNED MESSAGE----- Hash: SHA512  This onion is being decommissioned. Please use our permanent mirror:  http://drughub666py6fgnml5kmxa7fva5noppkf6wkai4fwwvzwt4rz645aqd.onion/  The permanent mirror requires PoW so you need a modern Tor version (at least 0.4.8.10). If you cannot access the permanent mirror go to our clearnet link distributor located at:  https://drughub.su  If you have private mirrors use those.   Pay close attention to your registration and sign in PGP messages, don't get phished.   Today is Saturday, March 15 2025. Monero block hash:  927a21e4da59aac072c0b5bf061fac48138c5e98626bd871b2d2d26ec673b297 -----BEGIN PGP SIGNATURE-----  iQIzBAEBCgAdFiEE2gj6w49XMbMfxaHuDfd5IJiDjfUFAmfVp34ACgkQDfd5IJiD jfWCjw//eAVIgf6a7x/ZEfHxBiln+7ezz0f04Bx9gmGUi2/6kHOuS/Gl9mSGCUF7 QmZ0a5pd9yL9Lg/E/4wen3S+BkfTwxzdPSchw0GBg+0N7vq2r2MSQnce0Pryx0cw sn35xQ5SkIRGUDd/8ZjceZxslSHfUw1ImBcCnA4dUdM4b06OL9UenQJW7Cm7HpVy nlg799U1orpWCQsRZt0EmeBW1zbobQm7RhaEjqUgNLiiNkSTodmOzz1YPFBIgbv+ z7/kxXKfJnGTTgnrFRPpMzNptKrXgxmcbk+p+j4FH7JKiijPR8vZ5ShqTzTlIY+W N866F6fSvcbU98pKsgG4HVFoHRQxaPKSvIPoVJTsXur3lBzjbMPXpJAx+ukOXM2g iWQdYaLxdTNYjcxmq2MFr+voH3wsbLAtdMA0f7ad8JycIesRJ2fCd3zi/I5+7qko SrAxsjxEPfjsWgXgNDnGRCxgYFSHO1XaWvfDWKMI+u3bVfkJ9GZFiTLcdl2pb9mn DpFF9OqNiG3YVL+f0dI+ujYS+h1ZblJ23iOSptsUgnWVk6sxX4ngj55xB1byfWFy E3FMWgwP1AySRKK+BnlKx5Dgb64q3Oc4+bltgSEBAKPfMEY+sIdGEvqM+cWO5YaV CaiOEGoGd2p3VVcBHn0BA/84CYfCqc4gckWTsdhchp+ljbIZbrw= =Ovaf -----END PGP SIGNATURE-----  You will be redirected to the permanent DrugHub onion within 20 seconds. Alternatively you can go to the link distribution system."
http://6emgxas4pvwhegctqemi3b64zhrr7xdryasgbktzrlqo7sc3wbboxdyd.onion,Infinity,"projectall our servicesabout usexchangersign in|sign upenNederlandsespañolabout the projectHello, the Infinity team is in touch with you.We have prepared great news and announcements for you.Our main goal is to make our projects convenient, clear, simple and safe for sellers and buyers.functionalityInternal dialogues between suppliers and customers will be encrypted via the PGP, the keys will be stored on a separate database.We do not require registration for purchases of goods, which will increase sales and increase the security of transactions.Phishing Protection (MITM attack)teamA full-fledged team of programmers is working on the project:team leaderbackend developersystem administratorfrontend developerdesignerA Single Ecosystem Of InfinityOwn jabber server for secure communication and notificationscryptocurrency exchangerforumsecurityThe project is being developed on a modern framework - it will meet all modern security requirements.If the project is captured by the special services, they will not get access to personal messages.efficiencyWe have developed a traffic distribution system (which has been successfully sold to several large projects).An improved version of this system will be used on the project servers.Redis will be used for caching requests. This will guarantee 100% uptime of the project and a visible difference in the speed of connection and page loading.Our team is confident in its abilities and in its product. There is less than a month left before the launch of our project!Try Infinity Exchanger today!aboutPGPcryptocurrency converter96946$85467€72926£133977$150595$369.01$325.32€277.58£509.96$573.22$1835.22$1617.93€1380.53£2536.23$2850.83$usdeurgbpcadaud88.83$78.31€66.82£122.76$137.99$282.2$248.79€212.28£390.0$438.37$37.33$32.91€28.08£51.59$57.99$exchanges43,557 | JABBER: InfinityTeam@thesecure.biz"
http://kpraa7hen7q22rdidorpfdf4f4aw3duh5gceysitd3tasfiidipxcmyd.onion,Infinity,"projectall our servicesabout usexchangersign in|sign upenNederlandsespañolabout the projectHello, the Infinity team is in touch with you.We have prepared great news and announcements for you.Our main goal is to make our projects convenient, clear, simple and safe for sellers and buyers.functionalityInternal dialogues between suppliers and customers will be encrypted via the PGP, the keys will be stored on a separate database.We do not require registration for purchases of goods, which will increase sales and increase the security of transactions.Phishing Protection (MITM attack)teamA full-fledged team of programmers is working on the project:team leaderbackend developersystem administratorfrontend developerdesignerA Single Ecosystem Of InfinityOwn jabber server for secure communication and notificationscryptocurrency exchangerforumsecurityThe project is being developed on a modern framework - it will meet all modern security requirements.If the project is captured by the special services, they will not get access to personal messages.efficiencyWe have developed a traffic distribution system (which has been successfully sold to several large projects).An improved version of this system will be used on the project servers.Redis will be used for caching requests. This will guarantee 100% uptime of the project and a visible difference in the speed of connection and page loading.Our team is confident in its abilities and in its product. There is less than a month left before the launch of our project!Try Infinity Exchanger today!aboutPGPcryptocurrency converter96946$85467€72926£133977$150595$369.01$325.32€277.58£509.96$573.22$1835.22$1617.93€1380.53£2536.23$2850.83$usdeurgbpcadaud88.83$78.31€66.82£122.76$137.99$282.2$248.79€212.28£390.0$438.37$37.33$32.91€28.08£51.59$57.99$exchanges43,557 | JABBER: InfinityTeam@thesecure.biz"
http://4pt4axjgzmm4ibmxplfiuvopxzf775e5bqseyllafcecryfthdupjwyd.onion,Archetyp,LOGIN PAGE
http://pzhdfe7jraknpj2qgu5cz2u3i4deuyfwmonvzu5i3nyw4t4bmg7o5pad.onion,Tor Project,"About Support Community Forum Donate              Arti 1.4.3 is released: Prometheus metrics support, inital work on Counter Galois Onion and congestion control.         by wesleyac  | May 1, 2025            Arti 1.4.3 is released and ready for download.              announcements                      releases               New Release: Tails 6.15         by tails  | May 1, 2025            Tails 6.15 is out.              partners                      releases               New Release: Tor Browser 14.5.1         by ma1  | April 29, 2025            Tor Browser 14.5.1 is now available from the Tor Browser download page and also from our distribution directory.              applications                      releases               Privacy is possible â even when it feels out of reach         by arturom, alsmith  | April 28, 2025            Opting out of Big Tech means investing in better alternatives. That's where Tor, Tor Browser, and Tails come in. Help fuel the development of truly private tools.              fundraising               Tor user support now available in Farsi         by gus  | April 23, 2025            Farsi-speaking users can now get direct support from the Tor Project! If you need help connecting to the Tor network, our team is available to assist you.              announcements                      community               New Release: Tor Browser 14.5         by duncan  | April 16, 2025            Tor Browser 14.5 is now available, introducing Connection Assist to Android for the first time, and including the Belarusian, Bulgarian and Portuguese (Portugal) languages for all platforms.              applications                      releases               New Release: Tails 6.14.2         by tails  | April 15, 2025            This release is an emergency release to fix security vulnerabilities in the Linux kernel and the implementation of the Perl programming language.              partners                      releases               New Alpha Release: Tor Browser 14.5a6         by ma1  | April 9, 2025            Tor Browser 14.5a6 is now available from the Tor Browser download page and also from our distribution directory.              applications                      releases               New Release: Tails 6.14.1         by tails  | April 3, 2025            Today, we are releasing 6.14.1 instead of 6.14 because we discovered an important issue while testing 6.14 on Tuesday and had to start the release process again to fix it.              partners                      releases               Arti 1.4.2 is released: RPC is stable, Conflux development continues         by gabi  | April 1, 2025            Arti 1.4.2 is released and ready for download.              announcements                      releases              1 /         2 /         3 /         4 /         5 /         6 /       ... /         27 /         28 /        Older → Last ⇥     Recent Updates   New Release: Tails 6.15         by tails  | May 1, 2025      Tails 6.15 is out.    Arti 1.4.3 is released: Prometheus metrics support, inital work on Counter Galois Onion and congestion control.         by wesleyac  | May 1, 2025      Arti 1.4.3 is released and ready for download.    New Release: Tor Browser 14.5.1         by ma1  | April 29, 2025      Tor Browser 14.5.1 is now available from the Tor Browser download page and also from our distribution directory.        Download Tor Browser Download Tor Browser to experience real private browsing without tracking, surveillance, or censorship. Download Tor Browser      Subscribe to our Newsletter Get monthly updates and opportunities from the Tor Project: Sign up                    Trademark, copyright notices, and rules for use by third parties can be found in our FAQ."
http://uoxqi4lrfqztugili7zzgygibs4xstehf5hohtkpyqcoyryweypzkwid.onion,Image Hosting,"Image Hosting Powered by Sluggers    Uploading Image...    Image to upload:      Supported Image Formats: png, jpg, jpeg, gif, bmp, webp, avif Maximum Filesize: 3MB Description: (optional)     Upload your images/photos to our free image hosting servers and share them with your friends, family,and collegues.  Free image hosting service Share your photos on forums, myspace, blogs, email We host images up to 3MB in file size Image Host does not allow the following types of files to be uploaded: Images which violate copyrights or patents are not allowed. Images which contain adult content such as pornography or excessive nudity. Images which contain gruesome scenes, such as dead people or mutilations. Images which violate the privacy of the individuals depicted are not allowed. Images which are considered illegal in your country. No time limit on stored images Upload as many images as you would like no registration required Sharing Images with friends and family      		 If u wanna contact us ( u get only a answer with your Public PGP key ) ? Click me for ABUSE or Contact   This service is brought to you courtesy of Sluggers. Please consider donating to support this service using coins BTC: bc1qw30d2pfx8xgl3fwpy7sskddf2r3aef3kfdnx4k       Donation for this Service, Tor - Bandwidth - 2024: 0 % from $2000 / yearly     News: MON JAN 06, 2025    Happy new Year 2025."
http://bohemiaobko4cecexkj5xmlaove6yn726dstp5wfw4pojjwp6762paqd.onion,This domain has been seized,Notice  Main Faq     This Domain Has Been Seized
http://enxx3byspwsdo446jujc52ucy2pf5urdbhqw3kbsfhlfjwmbpj5smdad.onion,Endchan,"home boards SFW overboard NSFW overboard account help    irc  twitter  discord     Tools           Poal.Me   Archive.Is    Webm For Retards     F.A.Q. logs     home boards SFW overboard NSFW overboard   account       Endchan. The imageboard at the end of the universe The story so far: In 2015 Endchan was created. This has made a lot of people very angry and been widely regarded as a bad move  This is an anonymous imageboard that promotes ideas over identity. Here anyone can run their own boards. The only three global rules are:  We're actively working to improve the site. Any and all feedback is appreciated. You must be 18 years or older to visit this site. This site is actively moderated by our team of volunteers.     Site Announcements      Latest Posts >>/ausneets/944912 They have blocked off part of the road to do roadworks. How it vexes these bad home types! Noises of rage and vandalism coming f>>/ausneets/944911 >>944909 ''É'' is like the ''é'' in ''café'' or ''a'' in ''bay'' and ''pale''.>>/agatha2/137979 >>137956 do you know what thread youre overseeing? are you fucking retarded actually kill yourself>>/bb/175300 >>175296 Дурачку внимания хочется, а никто и не читает его спам. Печально...>>/ausneets/944910 >>944908 I could fix them.>>/bb/175299 >>175296  НАЙС ТЫ ПРЕДСТАВИЛСЯ>>/ausneets/944909 >>944877 i forgot to add that still didnt answer my question. Is it like a mexican ""y"" ? as in ""eyeeeeeeeee""  what the fuck is t>>/ausneets/944908 >>944907 I did not suggest he should try fixing them...>>/ausneets/944907 >>944906 He needs to get out on his own. There is no fixing other people.>>/ausneets/944906 Dude, you have to come to terms with your mom and sister. You have to come up with strategies that help you live with them in pe        Board shortcut thread summary:          Current Top Boards /agatha2/ - E-Girl Purgatory/polru/ - pol - Russian Edition/bert/ - ciclismo/ausneets/ - AusNEETs/bb/ - b+/kanojo/ - 彼女/b/ - Random/pol/ - Politically Incorrect/baaa2/ - LTN CEO MANAGMENT/rapport/ - Rapport/rus/ - Russian - Русскоязычный/qrbunker/ - QR Bunker/Boeiroch/ - Boeirochan/lgbt/ - ЛГБТ/BRchan/ - Brchan  Discover Endchan  All boards |           Eye of Sauron |           NSFW Overboard |           SFW Overboard   By Language:   English |             Español   Русский |             日本語 |             Português |             Lietuvių |             Polski   Italiano |             Magyar |             Suomi |             Bahasa Indonesia |             العربية |             Türkçe |             한국어 |             中文 |             Esperanto    English Categories:  Art |           Advice |           Anime & Manga |           Entertainment |           International |           Politics |           Tech |           Women   If you would like your board included, please contact us      Access options         We have multiple frontends and domains to avoid a single point of failure. We have a large number of user uploads and our moderation staff can't always keep up and monitor all content that is produced. Plus we have had several bad actors try to shut us down due to the nature of free speech (generally acceptable speech doesn't need to be protected).         Our IRC, Discord or Twitter Account  is the best place for status  FastSecure           Ushttp://Endchan.nethttps://Endchan.net  US*http://Endchan.orghttps://Endchan.org     Tor Primary:endchancxfbnrfgauuxlztwlckytq7rgeo5v6pc2zd4nyqo3khfam4ad.onion Tor Backup:enxx3byspwsdo446jujc52ucy2pf5urdbhqw3kbsfhlfjwmbpj5smdad.onion  Lokinet support:kqrtg5wz4qbyjprujkz33gza7r73iw3ainqp1mz5zmu16symcdwy.loki   OpenNIC support detected, you can also use: end.chan   * Accelerated by CloudFlare.     [ logs / daily graphs  archives  / board claim process / global rules / F.A.Q. / Donations / Contact ]     Enable NSFW content:        All posts on Endchan are the responsibility of the individual poster and not the administration of Endchan, pursuant to 47 U.S.C. § 230. We have not been served any secret court orders and are not under any gag orders. To make a DMCA request or report illegal content, please contact us!        Endchan is powered by MEME GOD DB and InfinityNow, a fork of Stephen Lynx's LynxChan engine.         Born 12-20-15     IRC: #InfinityNow @ rizon.net (Group) (Trello) 8TailedLynx (Trello) LynxChan 1.7.5 InfinityNow 2.1"
http://kklv24tay3qygskfk4airzs53uwyuu5ulmncjwrfbm6em56uakixuhad.onion,Infinity,"projectall our servicesabout usexchangersign in|sign upenNederlandsespañolabout the projectHello, the Infinity team is in touch with you.We have prepared great news and announcements for you.Our main goal is to make our projects convenient, clear, simple and safe for sellers and buyers.functionalityInternal dialogues between suppliers and customers will be encrypted via the PGP, the keys will be stored on a separate database.We do not require registration for purchases of goods, which will increase sales and increase the security of transactions.Phishing Protection (MITM attack)teamA full-fledged team of programmers is working on the project:team leaderbackend developersystem administratorfrontend developerdesignerA Single Ecosystem Of InfinityOwn jabber server for secure communication and notificationscryptocurrency exchangerforumsecurityThe project is being developed on a modern framework - it will meet all modern security requirements.If the project is captured by the special services, they will not get access to personal messages.efficiencyWe have developed a traffic distribution system (which has been successfully sold to several large projects).An improved version of this system will be used on the project servers.Redis will be used for caching requests. This will guarantee 100% uptime of the project and a visible difference in the speed of connection and page loading.Our team is confident in its abilities and in its product. There is less than a month left before the launch of our project!Try Infinity Exchanger today!aboutPGPcryptocurrency converter96946$85467€72926£133977$150595$369.01$325.32€277.58£509.96$573.22$1835.22$1617.93€1380.53£2536.23$2850.83$usdeurgbpcadaud88.83$78.31€66.82£122.76$137.99$282.2$248.79€212.28£390.0$438.37$37.33$32.91€28.08£51.59$57.99$exchanges43,557 | JABBER: InfinityTeam@thesecure.biz"
http://torzon4kv5swfazrziqvel2imhxcckc4otcvopiv5lnxzpqu4v4m5iyd.onion,TorZon,"TorZonYou have been placed in a queue, awaiting forwarding to the platform.Your estimated wait time is <3 minutesPlease do not refresh the page, you will be automatically redirected."
http://admintggb5yioqefcjgdc2c22hs46tpa3lpmktn7k4zj6g2eqaqr5cad.onion,This domain has been seized,Notice  Main Faq     This Domain Has Been Seized
http://mb552q7s75safalxcxnvlnkmsfni26i64dtbxv2on73rknui44jr7tid.onion,Infinity,"projectall our servicesabout usexchangersign in|sign upenNederlandsespañolabout the projectHello, the Infinity team is in touch with you.We have prepared great news and announcements for you.Our main goal is to make our projects convenient, clear, simple and safe for sellers and buyers.functionalityInternal dialogues between suppliers and customers will be encrypted via the PGP, the keys will be stored on a separate database.We do not require registration for purchases of goods, which will increase sales and increase the security of transactions.Phishing Protection (MITM attack)teamA full-fledged team of programmers is working on the project:team leaderbackend developersystem administratorfrontend developerdesignerA Single Ecosystem Of InfinityOwn jabber server for secure communication and notificationscryptocurrency exchangerforumsecurityThe project is being developed on a modern framework - it will meet all modern security requirements.If the project is captured by the special services, they will not get access to personal messages.efficiencyWe have developed a traffic distribution system (which has been successfully sold to several large projects).An improved version of this system will be used on the project servers.Redis will be used for caching requests. This will guarantee 100% uptime of the project and a visible difference in the speed of connection and page loading.Our team is confident in its abilities and in its product. There is less than a month left before the launch of our project!Try Infinity Exchanger today!aboutPGPcryptocurrency converter96946$85467€72926£133977$150595$369.01$325.32€277.58£509.96$573.22$1835.22$1617.93€1380.53£2536.23$2850.83$usdeurgbpcadaud88.83$78.31€66.82£122.76$137.99$282.2$248.79€212.28£390.0$438.37$37.33$32.91€28.08£51.59$57.99$exchanges43,557 | JABBER: InfinityTeam@thesecure.biz"
